CustomerID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region,Age_category
PR-18880,Patrick Ryan,Consumer,44,United States,Oakland,California,94601,West,Middle Aged
PS-18760,Pamela Stobb,Consumer,36,United States,Los Angeles,California,90008,West,Middle Aged
PS-18970,Paul Stevenson,Home Office,31,United States,Chicago,Illinois,60610,Central,Middle Aged
PS-19045,Penelope Sewall,Home Office,23,United States,Charlotte,North Carolina,28205,South,Young
PT-19090,Pete Takahito,Consumer,48,United States,Houston,Texas,77070,Central,Middle Aged
PV-18985,Paul Van Hugh,Home Office,64,United States,San Francisco,California,94122,West,Senior citizen
PW-19030,Pauline Webber,Corporate,47,United States,Richmond,Kentucky,40475,South,Middle Aged
PW-19240,Pierre Wener,Consumer,70,United States,Louisville,Colorado,80027,West,Senior citizen
QJ-19255,Quincy Jones,Corporate,48,United States,Saint Paul,Minnesota,55106,Central,Middle Aged
RA-19285,Ralph Arnett,Consumer,45,United States,New York City,New York,10035,East,Middle Aged
RA-19885,Ruben Ausman,Corporate,51,United States,Los Angeles,California,90049,West,Middle Aged
RA-19915,Russell Applegate,Consumer,47,United States,Houston,Texas,77095,Central,Middle Aged
RA-19945,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West,Middle Aged
RB-19330,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Senior citizen
RB-19360,Raymond Buch,Consumer,70,United States,Auburn,New York,13021,East,Senior citizen
RB-19435,Richard Bierner,Consumer,18,United States,Saint Louis,Missouri,63116,Central,Young
RB-19465,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,Young
RB-19570,Rob Beeghly,Consumer,57,United States,Columbus,Indiana,47201,Central,Middle Aged
RB-19645,Robert Barroso,Corporate,40,United States,North Las Vegas,Nevada,89031,West,Middle Aged
RB-19705,Roger Barcio,Home Office,63,United States,Portland,Oregon,97206,West,Senior citizen
RB-19795,Ross Baird,Home Office,60,United States,Gastonia,North Carolina,28052,South,Middle Aged
RC-19825,Roy Collins,Consumer,54,United States,Chicago,Illinois,60610,Central,Middle Aged
RC-19960,Ryan Crowe,Consumer,34,United States,Columbus,Ohio,43229,East,Middle Aged
RD-19480,Rick Duston,Consumer,47,United States,Olympia,Washington,98502,West,Middle Aged
RD-19585,Rob Dowd,Consumer,60,United States,Henderson,Kentucky,42420,South,Middle Aged
RD-19660,Robert Dilbeck,Home Office,53,United States,Saint Peters,Missouri,63376,Central,Middle Aged
RD-19720,Roger Demir,Consumer,30,United States,Daytona Beach,Florida,32114,South,Young
RD-19810,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West,Middle Aged
RD-19900,Ruben Dartt,Consumer,26,United States,Carlsbad,New Mexico,88220,West,Young
RD-19930,"Russell D'Ascenzo",Consumer,67,United States,Austin,Texas,78745,Central,Senior citizen
RE-19405,Ricardo Emerson,Consumer,35,United States,Kent,Ohio,44240,East,Middle Aged
RE-19450,Richard Eichhorn,Consumer,30,United States,Dallas,Texas,75081,Central,Young
RF-19345,Randy Ferguson,Corporate,48,United States,Dover,New Hampshire,3820,East,Middle Aged
RF-19735,Roland Fjeld,Consumer,38,United States,Trenton,Michigan,48183,Central,Middle Aged
RF-19840,Roy Franzosisch,Consumer,57,United States,New York City,New York,10024,East,Middle Aged
RH-19495,Rick Hansen,Consumer,19,United States,Rochester,Minnesota,55901,Central,Young
RH-19510,Rick Huthwaite,Home Office,67,United States,Providence,Rhode Island,2908,East,Senior citizen
RH-19555,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303,South,Senior citizen
RH-19600,Rob Haberlin,Consumer,21,United States,Huntsville,Alabama,35810,South,Young
RK-19300,Ralph Kennedy,Consumer,29,United States,Philadelphia,Pennsylvania,19140,East,Young
RL-19615,Rob Lucas,Consumer,53,United States,Montgomery,Alabama,36116,South,Middle Aged
RM-19375,Raymond Messe,Consumer,39,United States,Houston,Texas,77095,Central,Middle Aged
RM-19675,Robert Marley,Home Office,57,United States,Monroe,Louisiana,71203,South,Middle Aged
RM-19750,Roland Murray,Consumer,66,United States,New York City,New York,10011,East,Senior citizen
RO-19780,"Rose O'Brian",Consumer,25,United States,Memphis,Tennessee,38109,South,Young
RP-19270,Rachel Payne,Corporate,47,United States,Riverside,California,92503,West,Middle Aged
RP-19390,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Middle Aged
RP-19855,Roy Phan,Corporate,50,United States,Kenosha,Wisconsin,53142,Central,Middle Aged
RR-19315,Ralph Ritter,Consumer,31,United States,San Francisco,California,94110,West,Middle Aged
RR-19525,Rick Reed,Corporate,51,United States,Lowell,Massachusetts,1852,East,Middle Aged
RS-19420,Ricardo Sperren,Corporate,44,United States,Seattle,Washington,98115,West,Middle Aged
RS-19765,Roland Schwarz,Corporate,45,United States,Mount Vernon,New York,10550,East,Middle Aged
RS-19870,Roy Skaria,Home Office,39,United States,Burlington,Iowa,52601,Central,Middle Aged
RW-19540,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West,Middle Aged
RW-19630,Rob Williams,Corporate,23,United States,Dallas,Texas,75220,Central,Young
RW-19690,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South,Young
SA-20830,Sue Ann Reed,Consumer,34,United States,Chicago,Illinois,60610,Central,Middle Aged
SB-20170,Sarah Bern,Consumer,62,United States,New York City,New York,10035,East,Senior citizen
SB-20185,Sarah Brown,Consumer,31,United States,Concord,New Hampshire,3301,East,Middle Aged
SB-20290,Sean Braxton,Corporate,41,United States,Houston,Texas,77036,Central,Middle Aged
SC-20020,Sam Craven,Consumer,56,United States,Plano,Texas,75023,Central,Middle Aged
SC-20050,Sample Company A,Home Office,38,United States,Norwich,Connecticut,6360,East,Middle Aged
SC-20095,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Young
SC-20230,Scot Coram,Corporate,20,United States,Arlington,Texas,76017,Central,Young
SC-20260,Scott Cohen,Corporate,24,United States,San Francisco,California,94122,West,Young
SC-20305,Sean Christensen,Consumer,30,United States,Rochester Hills,Michigan,48307,Central,Young
SC-20380,Shahid Collister,Consumer,68,United States,Seattle,Washington,98115,West,Senior citizen
SC-20440,Shaun Chance,Corporate,28,United States,Aurora,Colorado,80013,West,Young
SC-20575,Sonia Cooley,Consumer,58,United States,Mishawaka,Indiana,46544,Central,Middle Aged
SC-20680,Steve Carroll,Home Office,31,United States,Columbus,Georgia,31907,South,Middle Aged
SC-20695,Steve Chapman,Corporate,46,United States,Hialeah,Florida,33012,South,Middle Aged
SC-20725,Steven Cartwright,Consumer,28,United States,Wilmington,Delaware,19805,East,Young
SC-20770,Stewart Carmichael,Corporate,18,United States,Decatur,Alabama,35601,South,Young
SC-20800,Stuart Calhoun,Consumer,20,United States,Houston,Texas,77041,Central,Young
SC-20845,Sung Chung,Consumer,69,United States,Arlington Heights,Illinois,60004,Central,Senior citizen
SD-20485,Shirley Daniels,Home Office,70,United States,New Rochelle,New York,10801,East,Senior citizen
SE-20110,Sanjit Engle,Consumer,28,United States,New York City,New York,10009,East,Young
SF-20065,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140,East,Middle Aged
SF-20200,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270,West,Middle Aged
SF-20965,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126,Central,Senior citizen
SG-20080,Sandra Glassco,Consumer,52,United States,Independence,Missouri,64055,Central,Middle Aged
SG-20470,Sheri Gordon,Consumer,44,United States,New York City,New York,10011,East,Middle Aged
SG-20605,Speros Goranitis,Consumer,69,United States,New York City,New York,10009,East,Senior citizen
SG-20890,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central,Middle Aged
SH-19975,Sally Hughsby,Corporate,60,United States,San Francisco,California,94122,West,Middle Aged
SH-20395,Shahid Hopkins,Consumer,66,United States,Arlington,Virginia,22204,South,Senior citizen
SH-20635,Stefanie Holloman,Corporate,57,United States,Jackson,Tennessee,38301,South,Middle Aged
SJ-20125,Sanjit Jacobs,Home Office,38,United States,New Brunswick,New Jersey,8901,East,Middle Aged
SJ-20215,Sarah Jordon,Consumer,50,United States,Grand Prairie,Texas,75051,Central,Middle Aged
SJ-20500,Shirley Jackson,Consumer,69,United States,Houston,Texas,77036,Central,Senior citizen
SK-19990,Sally Knutson,Consumer,44,United States,Fairfield,Connecticut,6824,East,Middle Aged
SL-20155,Sara Luxemburg,Home Office,55,United States,Jacksonville,Florida,32216,South,Middle Aged
SM-20005,Sally Matthias,Consumer,51,United States,New York City,New York,10009,East,Middle Aged
SM-20320,Sean Miller,Home Office,62,United States,Monroe,North Carolina,28110,South,Senior citizen
SM-20905,Susan MacKendrick,Consumer,46,United States,Newark,Ohio,43055,East,Middle Aged
SM-20950,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Middle Aged
SN-20560,Skye Norling,Home Office,65,United States,Los Angeles,California,90008,West,Senior citizen
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,Middle Aged
SO-20335,"Sean O'Donnell",Consumer,65,United States,Fort Lauderdale,Florida,33311,South,Senior citizen
SP-20545,Sibella Parks,Corporate,68,United States,New York City,New York,10011,East,Senior citizen
SP-20620,Stefania Perrino,Corporate,32,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
SP-20650,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West,Young
SP-20860,Sung Pak,Corporate,38,United States,Philadelphia,Pennsylvania,19143,East,Middle Aged
SP-20920,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Middle Aged
SR-20425,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Young
SR-20740,Steven Roelle,Home Office,19,United States,New York City,New York,10024,East,Young
SS-20140,Saphhira Shifley,Corporate,33,United States,Warwick,Rhode Island,2886,East,Middle Aged
SS-20410,Shahid Shariari,Consumer,35,United States,Los Angeles,California,90008,West,Middle Aged
SS-20515,Shirley Schmidt,Home Office,31,United States,Louisville,Kentucky,40214,South,Middle Aged
SS-20590,Sonia Sunley,Consumer,51,United States,Seattle,Washington,98115,West,Middle Aged
SS-20875,Sung Shariari,Consumer,18,United States,Dallas,Texas,75220,Central,Young
ST-20530,Shui Tom,Consumer,26,United States,Parma,Ohio,44134,East,Young
SU-20665,Stephanie Ulpright,Home Office,30,United States,Jackson,Mississippi,39212,South,Young
SV-20365,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East,Young
SV-20785,Stewart Visinsky,Consumer,34,United States,Pueblo,Colorado,81001,West,Middle Aged
SV-20815,Stuart Van,Corporate,42,United States,Houston,Texas,77041,Central,Middle Aged
SV-20935,Susan Vittorini,Consumer,53,United States,New York City,New York,10009,East,Middle Aged
SW-20245,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West,Young
SW-20275,Scott Williamson,Consumer,35,United States,Jackson,Mississippi,39212,South,Middle Aged
SW-20350,Sean Wendt,Home Office,51,United States,Detroit,Michigan,48227,Central,Middle Aged
SW-20455,Shaun Weien,Consumer,21,United States,Suffolk,Virginia,23434,South,Young
SW-20755,Steven Ward,Corporate,57,United States,New York City,New York,10009,East,Middle Aged
SZ-20035,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660,West,Middle Aged
TA-21385,Tom Ashbrook,Home Office,19,United States,New York City,New York,10024,East,Young
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,Middle Aged
TB-21175,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central,Middle Aged
TB-21190,Thomas Brumley,Home Office,29,United States,Fayetteville,Arkansas,72701,South,Young
TB-21250,Tim Brockman,Consumer,39,United States,New York City,New York,10024,East,Middle Aged
TB-21280,Toby Braunhardt,Consumer,24,United States,Washington,District of Columbia,20016,East,Young
TB-21355,Todd Boyes,Corporate,53,United States,New York City,New York,10009,East,Middle Aged
TB-21400,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Middle Aged
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,Middle Aged
TB-21595,Troy Blackwell,Consumer,50,United States,Columbus,Indiana,47201,Central,Middle Aged
TB-21625,Trudy Brown,Consumer,63,United States,Grand Prairie,Texas,75051,Central,Senior citizen
TC-20980,Tamara Chand,Corporate,29,United States,Seattle,Washington,98105,West,Young
TC-21145,Theresa Coyne,Corporate,63,United States,Lakewood,New Jersey,8701,East,Senior citizen
TC-21295,Toby Carlisle,Consumer,31,United States,San Diego,California,92024,West,Middle Aged
TC-21475,Tony Chapman,Home Office,64,United States,Columbus,Georgia,31907,South,Senior citizen
TC-21535,Tracy Collins,Home Office,57,United States,Arlington,Virginia,22204,South,Middle Aged
TD-20995,Tamara Dahlen,Consumer,19,United States,Lowell,Massachusetts,1852,East,Young
TG-21310,Toby Gnade,Consumer,68,United States,Los Angeles,California,90049,West,Senior citizen
TG-21640,Trudy Glocke,Consumer,41,United States,Long Beach,California,90805,West,Middle Aged
TH-21100,Thea Hendricks,Consumer,21,United States,Los Angeles,California,90045,West,Young
TH-21115,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140,East,Middle Aged
TH-21235,Tiffany House,Corporate,28,United States,Dallas,Texas,75081,Central,Young
TH-21550,Tracy Hopkins,Home Office,48,United States,New York City,New York,10035,East,Middle Aged
TM-21010,Tamara Manning,Consumer,31,United States,San Francisco,California,94122,West,Middle Aged
TM-21490,Tony Molinari,Consumer,63,United States,Oklahoma City,Oklahoma,73120,Central,Senior citizen
TN-21040,Tanja Norvell,Home Office,37,United States,Phoenix,Arizona,85023,West,Middle Aged
TP-21130,Theone Pippenger,Consumer,64,United States,Philadelphia,Pennsylvania,19134,East,Senior citizen
TP-21415,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West,Middle Aged
TP-21565,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West,Young
TR-21325,Toby Ritter,Consumer,45,United States,Belleville,New Jersey,7109,East,Middle Aged
TS-21085,Thais Sissman,Consumer,21,United States,Phoenix,Arizona,85023,West,Young
TS-21160,Theresa Swint,Corporate,27,United States,Toledo,Ohio,43615,East,Young
TS-21205,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Young
TS-21340,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Senior citizen
TS-21370,Todd Sumrall,Corporate,62,United States,New York City,New York,10035,East,Senior citizen
TS-21430,Tom Stivers,Corporate,22,United States,Los Angeles,California,90045,West,Young
TS-21505,Tony Sayre,Consumer,32,United States,Columbia,Tennessee,38401,South,Middle Aged
TS-21610,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023,West,Middle Aged
TS-21655,Trudy Schmidt,Consumer,21,United States,Milwaukee,Wisconsin,53209,Central,Young
TT-21070,Ted Trevino,Consumer,67,United States,Los Angeles,California,90045,West,Senior citizen
TT-21220,Thomas Thornton,Consumer,47,United States,Houston,Texas,77041,Central,Middle Aged
TT-21265,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West,Senior citizen
TT-21460,Tonja Turnell,Home Office,22,United States,Aurora,Illinois,60505,Central,Young
TW-21025,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254,West,Senior citizen
TZ-21580,Tracy Zic,Consumer,65,United States,Louisville,Colorado,80027,West,Senior citizen
VB-21745,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907,South,Young
VD-21670,Valerie Dominguez,Consumer,69,United States,Columbia,Tennessee,38401,South,Senior citizen
VF-21715,Vicky Freymann,Home Office,59,United States,Columbus,Indiana,47201,Central,Middle Aged
VG-21790,Vivek Gonzalez,Consumer,44,United States,San Diego,California,92037,West,Middle Aged
VG-21805,Vivek Grady,Corporate,54,United States,Virginia Beach,Virginia,23464,South,Middle Aged
VM-21685,Valerie Mitchum,Home Office,69,United States,Westfield,New Jersey,7090,East,Senior citizen
VM-21835,Vivian Mathis,Consumer,60,United States,Newark,Delaware,19711,East,Middle Aged
VP-21730,Victor Preis,Home Office,35,United States,Las Vegas,Nevada,89115,West,Middle Aged
VP-21760,Victoria Pisteka,Corporate,35,United States,San Francisco,California,94109,West,Middle Aged
VS-21820,Vivek Sundaresam,Consumer,22,United States,Los Angeles,California,90036,West,Young
VT-21700,Valerie Takahito,Home Office,44,United States,Philadelphia,Pennsylvania,19143,East,Middle Aged
VW-21775,Victoria Wilson,Corporate,62,United States,Medina,Ohio,44256,East,Senior citizen
WB-21850,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East,Middle Aged
XP-21865,Xylona Preis,Consumer,32,United States,San Diego,California,92024,West,Middle Aged
YC-21895,Yoseph Carroll,Corporate,42,United States,San Francisco,California,94110,West,Middle Aged
YS-21880,Yana Sorensen,Corporate,31,United States,Burlington,North Carolina,27217,South,Middle Aged
ZC-21910,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West,Senior citizen
ZD-21925,Zuschuss Donatelli,Consumer,66,United States,San Francisco,California,94109,West,Senior citizen
